"X","monitoring_location_id","parameter_code","obs_date","obs_flow","unit_of_measure","approval_status","yr","mo","da","dra","Date","Flow","AGWR","delta_AGWR","Month","Season","RecessionDay","Year","Day"
20,"USGS-03524000",60,"1920-10-20",150,"ft^3/s","Approved",1920,10,20,533,1920-10-20,150,1,1,"10","Fall",FALSE,1920,20
21,"USGS-03524000",60,"1920-10-21",150,"ft^3/s","Approved",1920,10,21,533,1920-10-21,150,1,1,"10","Fall",FALSE,1920,21
22,"USGS-03524000",60,"1920-10-22",150,"ft^3/s","Approved",1920,10,22,533,1920-10-22,150,1,1,"10","Fall",FALSE,1920,22
23,"USGS-03524000",60,"1920-10-23",150,"ft^3/s","Approved",1920,10,23,533,1920-10-23,150,1,1,"10","Fall",FALSE,1920,23
24,"USGS-03524000",60,"1920-10-24",150,"ft^3/s","Approved",1920,10,24,533,1920-10-24,150,1,1,"10","Fall",FALSE,1920,24
25,"USGS-03524000",60,"1920-10-25",150,"ft^3/s","Approved",1920,10,25,533,1920-10-25,150,1,1,"10","Fall",FALSE,1920,25
26,"USGS-03524000",60,"1920-10-26",130,"ft^3/s","Approved",1920,10,26,533,1920-10-26,130,0.866666666666667,0.866666666666667,"10","Fall",FALSE,1920,26
27,"USGS-03524000",60,"1920-10-27",130,"ft^3/s","Approved",1920,10,27,533,1920-10-27,130,1,1.15384615384615,"10","Fall",FALSE,1920,27
28,"USGS-03524000",60,"1920-10-28",173,"ft^3/s","Approved",1920,10,28,533,1920-10-28,173,1.33076923076923,1.33076923076923,"10","Fall",FALSE,1920,28
29,"USGS-03524000",60,"1920-10-29",155,"ft^3/s","Approved",1920,10,29,533,1920-10-29,155,0.895953757225434,0.673260048782118,"10","Fall",FALSE,1920,29
30,"USGS-03524000",60,"1920-10-30",130,"ft^3/s","Approved",1920,10,30,533,1920-10-30,130,0.838709677419355,0.936108220603538,"10","Fall",FALSE,1920,30
31,"USGS-03524000",60,"1920-10-31",125,"ft^3/s","Approved",1920,10,31,533,1920-10-31,125,0.961538461538462,1.14644970414201,"10","Fall",FALSE,1920,31
32,"USGS-03524000",60,"1920-11-01",115,"ft^3/s","Approved",1920,11,1,533,1920-11-01,115,0.92,0.9568,"11","Fall",FALSE,1920,1
33,"USGS-03524000",60,"1920-11-02",130,"ft^3/s","Approved",1920,11,2,533,1920-11-02,130,1.1304347826087,1.22873345935728,"11","Fall",FALSE,1920,2
34,"USGS-03524000",60,"1920-11-03",135,"ft^3/s","Approved",1920,11,3,533,1920-11-03,135,1.03846153846154,0.918639053254438,"11","Fall",FALSE,1920,3
35,"USGS-03524000",60,"1920-11-04",145,"ft^3/s","Approved",1920,11,4,533,1920-11-04,145,1.07407407407407,1.03429355281207,"11","Fall",FALSE,1920,4
36,"USGS-03524000",60,"1920-11-05",130,"ft^3/s","Approved",1920,11,5,533,1920-11-05,130,0.896551724137931,0.834720570749108,"11","Fall",FALSE,1920,5
37,"USGS-03524000",60,"1920-11-06",125,"ft^3/s","Approved",1920,11,6,533,1920-11-06,125,0.961538461538462,1.07248520710059,"11","Fall",FALSE,1920,6
38,"USGS-03524000",60,"1920-11-07",125,"ft^3/s","Approved",1920,11,7,533,1920-11-07,125,1,1.04,"11","Fall",FALSE,1920,7
39,"USGS-03524000",60,"1920-11-08",135,"ft^3/s","Approved",1920,11,8,533,1920-11-08,135,1.08,1.08,"11","Fall",FALSE,1920,8
40,"USGS-03524000",60,"1920-11-09",140,"ft^3/s","Approved",1920,11,9,533,1920-11-09,140,1.03703703703704,0.960219478737997,"11","Fall",FALSE,1920,9
41,"USGS-03524000",60,"1920-11-10",150,"ft^3/s","Approved",1920,11,10,533,1920-11-10,150,1.07142857142857,1.03316326530612,"11","Fall",FALSE,1920,10
42,"USGS-03524000",60,"1920-11-11",161,"ft^3/s","Approved",1920,11,11,533,1920-11-11,161,1.07333333333333,1.00177777777778,"11","Fall",FALSE,1920,11
43,"USGS-03524000",60,"1920-11-12",167,"ft^3/s","Approved",1920,11,12,533,1920-11-12,167,1.03726708074534,0.966397901315536,"11","Fall",FALSE,1920,12
44,"USGS-03524000",60,"1920-11-13",155,"ft^3/s","Approved",1920,11,13,533,1920-11-13,155,0.92814371257485,0.894797231883538,"11","Fall",FALSE,1920,13
45,"USGS-03524000",60,"1920-11-14",150,"ft^3/s","Approved",1920,11,14,533,1920-11-14,150,0.967741935483871,1.0426638917794,"11","Fall",FALSE,1920,14
46,"USGS-03524000",60,"1920-11-15",209,"ft^3/s","Approved",1920,11,15,533,1920-11-15,209,1.39333333333333,1.43977777777778,"11","Fall",FALSE,1920,15
47,"USGS-03524000",60,"1920-11-16",282,"ft^3/s","Approved",1920,11,16,533,1920-11-16,282,1.34928229665072,0.968384423433529,"11","Fall",FALSE,1920,16
48,"USGS-03524000",60,"1920-11-17",1430,"ft^3/s","Approved",1920,11,17,533,1920-11-17,1430,5.0709219858156,3.75823650721795,"11","Fall",FALSE,1920,17
49,"USGS-03524000",60,"1920-11-18",670,"ft^3/s","Approved",1920,11,18,533,1920-11-18,670,0.468531468531469,0.09239571617194,"11","Fall",FALSE,1920,18
50,"USGS-03524000",60,"1920-11-19",615,"ft^3/s","Approved",1920,11,19,533,1920-11-19,615,0.917910447761194,1.959122298953,"11","Fall",FALSE,1920,19
51,"USGS-03524000",60,"1920-11-20",451,"ft^3/s","Approved",1920,11,20,533,1920-11-20,451,0.733333333333333,0.798915989159892,"11","Fall",FALSE,1920,20
52,"USGS-03524000",60,"1920-11-21",500,"ft^3/s","Approved",1920,11,21,533,1920-11-21,500,1.10864745011086,1.51179197742391,"11","Fall",FALSE,1920,21
53,"USGS-03524000",60,"1920-11-22",460,"ft^3/s","Approved",1920,11,22,533,1920-11-22,460,0.92,0.82984,"11","Fall",FALSE,1920,22
54,"USGS-03524000",60,"1920-11-23",393,"ft^3/s","Approved",1920,11,23,533,1920-11-23,393,0.854347826086956,0.928638941398866,"11","Fall",FALSE,1920,23
55,"USGS-03524000",60,"1920-11-24",314,"ft^3/s","Approved",1920,11,24,533,1920-11-24,314,0.798982188295165,0.935195436681364,"11","Fall",FALSE,1920,24
56,"USGS-03524000",60,"1920-11-25",298,"ft^3/s","Approved",1920,11,25,533,1920-11-25,298,0.949044585987261,1.18781694997769,"11","Fall",FALSE,1920,25
57,"USGS-03524000",60,"1920-11-26",670,"ft^3/s","Approved",1920,11,26,533,1920-11-26,670,2.24832214765101,2.36903743074636,"11","Fall",FALSE,1920,26
58,"USGS-03524000",60,"1920-11-27",1470,"ft^3/s","Approved",1920,11,27,533,1920-11-27,1470,2.19402985074627,0.975852082869236,"11","Fall",FALSE,1920,27
59,"USGS-03524000",60,"1920-11-28",1280,"ft^3/s","Approved",1920,11,28,533,1920-11-28,1280,0.870748299319728,0.396871673839604,"11","Fall",FALSE,1920,28
60,"USGS-03524000",60,"1920-11-29",1100,"ft^3/s","Approved",1920,11,29,533,1920-11-29,1100,0.859375,0.9869384765625,"11","Fall",TRUE,1920,29
61,"USGS-03524000",60,"1920-11-30",920,"ft^3/s","Approved",1920,11,30,533,1920-11-30,920,0.836363636363636,0.973223140495868,"11","Fall",TRUE,1920,30
62,"USGS-03524000",60,"1920-12-01",766,"ft^3/s","Approved",1920,12,1,533,1920-12-01,766,0.832608695652174,0.995510396975425,"12","Winter",TRUE,1920,1
63,"USGS-03524000",60,"1920-12-02",604,"ft^3/s","Approved",1920,12,2,533,1920-12-02,604,0.788511749347259,0.947037610182086,"12","Winter",TRUE,1920,2
64,"USGS-03524000",60,"1920-12-03",490,"ft^3/s","Approved",1920,12,3,533,1920-12-03,490,0.811258278145695,1.02884741897285,"12","Winter",TRUE,1920,3
65,"USGS-03524000",60,"1920-12-04",424,"ft^3/s","Approved",1920,12,4,533,1920-12-04,424,0.86530612244898,1.06662224073303,"12","Winter",FALSE,1920,4
66,"USGS-03524000",60,"1920-12-05",500,"ft^3/s","Approved",1920,12,5,533,1920-12-05,500,1.17924528301887,1.3628070487718,"12","Winter",FALSE,1920,5
67,"USGS-03524000",60,"1920-12-06",500,"ft^3/s","Approved",1920,12,6,533,1920-12-06,500,1,0.848,"12","Winter",FALSE,1920,6
68,"USGS-03524000",60,"1920-12-07",441,"ft^3/s","Approved",1920,12,7,533,1920-12-07,441,0.882,0.882,"12","Winter",FALSE,1920,7
69,"USGS-03524000",60,"1920-12-08",1760,"ft^3/s","Approved",1920,12,8,533,1920-12-08,1760,3.99092970521542,4.52486361135535,"12","Winter",FALSE,1920,8
70,"USGS-03524000",60,"1920-12-09",1900,"ft^3/s","Approved",1920,12,9,533,1920-12-09,1900,1.07954545454545,0.270499741735537,"12","Winter",FALSE,1920,9
71,"USGS-03524000",60,"1920-12-10",1360,"ft^3/s","Approved",1920,12,10,533,1920-12-10,1360,0.715789473684211,0.663047091412742,"12","Winter",FALSE,1920,10
72,"USGS-03524000",60,"1920-12-11",1020,"ft^3/s","Approved",1920,12,11,533,1920-12-11,1020,0.75,1.04779411764706,"12","Winter",FALSE,1920,11
73,"USGS-03524000",60,"1920-12-12",822,"ft^3/s","Approved",1920,12,12,533,1920-12-12,822,0.805882352941176,1.07450980392157,"12","Winter",FALSE,1920,12
74,"USGS-03524000",60,"1920-12-13",730,"ft^3/s","Approved",1920,12,13,533,1920-12-13,730,0.888077858880779,1.1019944234287,"12","Winter",FALSE,1920,13
75,"USGS-03524000",60,"1920-12-14",4100,"ft^3/s","Approved",1920,12,14,533,1920-12-14,4100,5.61643835616438,6.32426346406455,"12","Winter",FALSE,1920,14
76,"USGS-03524000",60,"1920-12-15",3200,"ft^3/s","Approved",1920,12,15,533,1920-12-15,3200,0.780487804878049,0.13896490184414,"12","Winter",FALSE,1920,15
77,"USGS-03524000",60,"1920-12-16",1810,"ft^3/s","Approved",1920,12,16,533,1920-12-16,1810,0.565625,0.72470703125,"12","Winter",FALSE,1920,16
78,"USGS-03524000",60,"1920-12-17",1130,"ft^3/s","Approved",1920,12,17,533,1920-12-17,1130,0.624309392265193,1.10375141173957,"12","Winter",FALSE,1920,17
79,"USGS-03524000",60,"1920-12-18",888,"ft^3/s","Approved",1920,12,18,533,1920-12-18,888,0.785840707964602,1.25873600125303,"12","Winter",FALSE,1920,18
80,"USGS-03524000",60,"1920-12-19",700,"ft^3/s","Approved",1920,12,19,533,1920-12-19,700,0.788288288288288,1.00311460108757,"12","Winter",TRUE,1920,19
81,"USGS-03524000",60,"1920-12-20",604,"ft^3/s","Approved",1920,12,20,533,1920-12-20,604,0.862857142857143,1.09459591836735,"12","Winter",FALSE,1920,20
82,"USGS-03524000",60,"1920-12-21",540,"ft^3/s","Approved",1920,12,21,533,1920-12-21,540,0.894039735099338,1.0361387658436,"12","Winter",FALSE,1920,21
83,"USGS-03524000",60,"1920-12-22",550,"ft^3/s","Approved",1920,12,22,533,1920-12-22,550,1.01851851851852,1.13923182441701,"12","Winter",FALSE,1920,22
84,"USGS-03524000",60,"1920-12-23",855,"ft^3/s","Approved",1920,12,23,533,1920-12-23,855,1.55454545454545,1.52628099173554,"12","Winter",FALSE,1920,23
85,"USGS-03524000",60,"1920-12-24",760,"ft^3/s","Approved",1920,12,24,533,1920-12-24,760,0.888888888888889,0.571799870045484,"12","Winter",FALSE,1920,24
86,"USGS-03524000",60,"1920-12-25",615,"ft^3/s","Approved",1920,12,25,533,1920-12-25,615,0.809210526315789,0.910361842105263,"12","Winter",FALSE,1920,25
87,"USGS-03524000",60,"1920-12-26",510,"ft^3/s","Approved",1920,12,26,533,1920-12-26,510,0.829268292682927,1.02478683323419,"12","Winter",TRUE,1920,26
88,"USGS-03524000",60,"1920-12-27",700,"ft^3/s","Approved",1920,12,27,533,1920-12-27,700,1.37254901960784,1.65513264129181,"12","Winter",FALSE,1920,27
89,"USGS-03524000",60,"1920-12-28",730,"ft^3/s","Approved",1920,12,28,533,1920-12-28,730,1.04285714285714,0.759795918367347,"12","Winter",FALSE,1920,28
90,"USGS-03524000",60,"1920-12-29",615,"ft^3/s","Approved",1920,12,29,533,1920-12-29,615,0.842465753424658,0.807843873146932,"12","Winter",FALSE,1920,29
91,"USGS-03524000",60,"1920-12-30",593,"ft^3/s","Approved",1920,12,30,533,1920-12-30,593,0.964227642276423,1.14453037213299,"12","Winter",FALSE,1920,30
92,"USGS-03524000",60,"1920-12-31",560,"ft^3/s","Approved",1920,12,31,533,1920-12-31,560,0.944350758853288,0.979385694257626,"12","Winter",TRUE,1920,31
93,"USGS-03524000",60,"1921-01-01",510,"ft^3/s","Approved",1921,1,1,533,1921-01-01,510,0.910714285714286,0.96438137755102,"01","Winter",FALSE,1921,1
94,"USGS-03524000",60,"1921-01-02",520,"ft^3/s","Approved",1921,1,2,533,1921-01-02,520,1.01960784313725,1.11956939638601,"01","Winter",FALSE,1921,2
95,"USGS-03524000",60,"1921-01-03",460,"ft^3/s","Approved",1921,1,3,533,1921-01-03,460,0.884615384615385,0.867603550295858,"01","Winter",FALSE,1921,3
96,"USGS-03524000",60,"1921-01-04",424,"ft^3/s","Approved",1921,1,4,533,1921-01-04,424,0.921739130434783,1.04196597353497,"01","Winter",FALSE,1921,4
97,"USGS-03524000",60,"1921-01-05",388,"ft^3/s","Approved",1921,1,5,533,1921-01-05,388,0.915094339622642,0.992791028835885,"01","Winter",TRUE,1921,5
98,"USGS-03524000",60,"1921-01-06",362,"ft^3/s","Approved",1921,1,6,533,1921-01-06,362,0.93298969072165,1.01955574449995,"01","Winter",TRUE,1921,6
99,"USGS-03524000",60,"1921-01-07",370,"ft^3/s","Approved",1921,1,7,533,1921-01-07,370,1.02209944751381,1.09550990507005,"01","Winter",FALSE,1921,7
100,"USGS-03524000",60,"1921-01-08",330,"ft^3/s","Approved",1921,1,8,533,1921-01-08,330,0.891891891891892,0.872607742878013,"01","Winter",FALSE,1921,8
101,"USGS-03524000",60,"1921-01-09",379,"ft^3/s","Approved",1921,1,9,533,1921-01-09,379,1.14848484848485,1.28769513314968,"01","Winter",FALSE,1921,9
102,"USGS-03524000",60,"1921-01-10",550,"ft^3/s","Approved",1921,1,10,533,1921-01-10,550,1.45118733509235,1.26356680891946,"01","Winter",FALSE,1921,10
103,"USGS-03524000",60,"1921-01-11",500,"ft^3/s","Approved",1921,1,11,533,1921-01-11,500,0.909090909090909,0.626446280991735,"01","Winter",FALSE,1921,11
104,"USGS-03524000",60,"1921-01-12",593,"ft^3/s","Approved",1921,1,12,533,1921-01-12,593,1.186,1.3046,"01","Winter",FALSE,1921,12
105,"USGS-03524000",60,"1921-01-13",550,"ft^3/s","Approved",1921,1,13,533,1921-01-13,550,0.927487352445194,0.782029808132541,"01","Winter",FALSE,1921,13
106,"USGS-03524000",60,"1921-01-14",3370,"ft^3/s","Approved",1921,1,14,533,1921-01-14,3370,6.12727272727273,6.60631404958678,"01","Winter",FALSE,1921,14
107,"USGS-03524000",60,"1921-01-15",4390,"ft^3/s","Approved",1921,1,15,533,1921-01-15,4390,1.3026706231454,0.212602030483671,"01","Winter",FALSE,1921,15
108,"USGS-03524000",60,"1921-01-16",1430,"ft^3/s","Approved",1921,1,16,533,1921-01-16,1430,0.325740318906606,0.250055780117372,"01","Winter",FALSE,1921,16
109,"USGS-03524000",60,"1921-01-17",1680,"ft^3/s","Approved",1921,1,17,533,1921-01-17,1680,1.17482517482517,3.60663113110666,"01","Winter",FALSE,1921,17
110,"USGS-03524000",60,"1921-01-18",1280,"ft^3/s","Approved",1921,1,18,533,1921-01-18,1280,0.761904761904762,0.648526077097506,"01","Winter",FALSE,1921,18
111,"USGS-03524000",60,"1921-01-19",1060,"ft^3/s","Approved",1921,1,19,533,1921-01-19,1060,0.828125,1.0869140625,"01","Winter",FALSE,1921,19
112,"USGS-03524000",60,"1921-01-20",920,"ft^3/s","Approved",1921,1,20,533,1921-01-20,920,0.867924528301887,1.04805980776077,"01","Winter",FALSE,1921,20
113,"USGS-03524000",60,"1921-01-21",836,"ft^3/s","Approved",1921,1,21,533,1921-01-21,836,0.908695652173913,1.04697542533081,"01","Winter",FALSE,1921,21
114,"USGS-03524000",60,"1921-01-22",934,"ft^3/s","Approved",1921,1,22,533,1921-01-22,934,1.11722488038278,1.22948192578009,"01","Winter",FALSE,1921,22
115,"USGS-03524000",60,"1921-01-23",1250,"ft^3/s","Approved",1921,1,23,533,1921-01-23,1250,1.33832976445396,1.19790544227357,"01","Winter",FALSE,1921,23
116,"USGS-03524000",60,"1921-01-24",1250,"ft^3/s","Approved",1921,1,24,533,1921-01-24,1250,1,0.7472,"01","Winter",FALSE,1921,24
117,"USGS-03524000",60,"1921-01-25",990,"ft^3/s","Approved",1921,1,25,533,1921-01-25,990,0.792,0.792,"01","Winter",FALSE,1921,25
118,"USGS-03524000",60,"1921-01-26",803,"ft^3/s","Approved",1921,1,26,533,1921-01-26,803,0.811111111111111,1.02413019079686,"01","Winter",TRUE,1921,26
119,"USGS-03524000",60,"1921-01-27",718,"ft^3/s","Approved",1921,1,27,533,1921-01-27,718,0.89414694894147,1.10237295074976,"01","Winter",FALSE,1921,27
120,"USGS-03524000",60,"1921-01-28",682,"ft^3/s","Approved",1921,1,28,533,1921-01-28,682,0.949860724233983,1.06230941721433,"01","Winter",FALSE,1921,28
121,"USGS-03524000",60,"1921-01-29",670,"ft^3/s","Approved",1921,1,29,533,1921-01-29,670,0.982404692082111,1.0342618312536,"01","Winter",FALSE,1921,29
122,"USGS-03524000",60,"1921-01-30",842,"ft^3/s","Approved",1921,1,30,533,1921-01-30,842,1.25671641791045,1.27922477166407,"01","Winter",FALSE,1921,30
123,"USGS-03524000",60,"1921-01-31",1180,"ft^3/s","Approved",1921,1,31,533,1921-01-31,1180,1.40142517814727,1.11514830090103,"01","Winter",FALSE,1921,31
124,"USGS-03524000",60,"1921-02-01",920,"ft^3/s","Approved",1921,2,1,533,1921-02-01,920,0.779661016949153,0.556334386670497,"02","Winter",FALSE,1921,1
125,"USGS-03524000",60,"1921-02-02",836,"ft^3/s","Approved",1921,2,2,533,1921-02-02,836,0.908695652173913,1.16550094517958,"02","Winter",FALSE,1921,2
126,"USGS-03524000",60,"1921-02-03",730,"ft^3/s","Approved",1921,2,3,533,1921-02-03,730,0.873205741626794,0.960944117579726,"02","Winter",FALSE,1921,3
127,"USGS-03524000",60,"1921-02-04",642,"ft^3/s","Approved",1921,2,4,533,1921-02-04,642,0.879452054794521,1.00715331206605,"02","Winter",TRUE,1921,4
128,"USGS-03524000",60,"1921-02-05",615,"ft^3/s","Approved",1921,2,5,533,1921-02-05,615,0.957943925233645,1.08925088071738,"02","Winter",FALSE,1921,5
129,"USGS-03524000",60,"1921-02-06",571,"ft^3/s","Approved",1921,2,6,533,1921-02-06,571,0.928455284552846,0.9692167360698,"02","Winter",FALSE,1921,6
130,"USGS-03524000",60,"1921-02-07",560,"ft^3/s","Approved",1921,2,7,533,1921-02-07,560,0.980735551663748,1.05630886912996,"02","Winter",FALSE,1921,7
131,"USGS-03524000",60,"1921-02-08",626,"ft^3/s","Approved",1921,2,8,533,1921-02-08,626,1.11785714285714,1.13981505102041,"02","Winter",FALSE,1921,8
132,"USGS-03524000",60,"1921-02-09",760,"ft^3/s","Approved",1921,2,9,533,1921-02-09,760,1.21405750798722,1.08605783462116,"02","Winter",FALSE,1921,9
133,"USGS-03524000",60,"1921-02-10",2520,"ft^3/s","Approved",1921,2,10,533,1921-02-10,2520,3.31578947368421,2.73116343490305,"02","Winter",FALSE,1921,10
134,"USGS-03524000",60,"1921-02-11",4090,"ft^3/s","Approved",1921,2,11,533,1921-02-11,4090,1.62301587301587,0.489480977576216,"02","Winter",FALSE,1921,11
135,"USGS-03524000",60,"1921-02-12",2420,"ft^3/s","Approved",1921,2,12,533,1921-02-12,2420,0.591687041564792,0.364560230988576,"02","Winter",FALSE,1921,12
136,"USGS-03524000",60,"1921-02-13",1540,"ft^3/s","Approved",1921,2,13,533,1921-02-13,1540,0.636363636363636,1.07550713749061,"02","Winter",FALSE,1921,13
137,"USGS-03524000",60,"1921-02-14",1240,"ft^3/s","Approved",1921,2,14,533,1921-02-14,1240,0.805194805194805,1.26530612244898,"02","Winter",FALSE,1921,14
138,"USGS-03524000",60,"1921-02-15",962,"ft^3/s","Approved",1921,2,15,533,1921-02-15,962,0.775806451612903,0.963501560874089,"02","Winter",FALSE,1921,15
139,"USGS-03524000",60,"1921-02-16",862,"ft^3/s","Approved",1921,2,16,533,1921-02-16,862,0.896049896049896,1.15499155000194,"02","Winter",FALSE,1921,16
140,"USGS-03524000",60,"1921-02-17",754,"ft^3/s","Approved",1921,2,17,533,1921-02-17,754,0.874709976798144,0.97618445206475,"02","Winter",TRUE,1921,17
141,"USGS-03524000",60,"1921-02-18",664,"ft^3/s","Approved",1921,2,18,533,1921-02-18,664,0.880636604774536,1.00677553490139,"02","Winter",TRUE,1921,18
142,"USGS-03524000",60,"1921-02-19",576,"ft^3/s","Approved",1921,2,19,533,1921-02-19,576,0.867469879518072,0.985048628247932,"02","Winter",TRUE,1921,19
143,"USGS-03524000",60,"1921-02-20",1860,"ft^3/s","Approved",1921,2,20,533,1921-02-20,1860,3.22916666666667,3.72251157407407,"02","Winter",TRUE,1921,20
144,"USGS-03524000",60,"1921-02-21",1640,"ft^3/s","Approved",1921,2,21,533,1921-02-21,1640,0.881720430107527,0.273048907388137,"02","Winter",TRUE,1921,21
145,"USGS-03524000",60,"1921-02-22",1470,"ft^3/s","Approved",1921,2,22,533,1921-02-22,1470,0.896341463414634,1.01658239143367,"02","Winter",TRUE,1921,22
146,"USGS-03524000",60,"1921-02-23",2080,"ft^3/s","Approved",1921,2,23,533,1921-02-23,2080,1.41496598639456,1.57860150863066,"02","Winter",TRUE,1921,23
147,"USGS-03524000",60,"1921-02-24",1990,"ft^3/s","Approved",1921,2,24,533,1921-02-24,1990,0.956730769230769,0.676151072485207,"02","Winter",TRUE,1921,24
148,"USGS-03524000",60,"1921-02-25",1550,"ft^3/s","Approved",1921,2,25,533,1921-02-25,1550,0.778894472361809,0.814120855533951,"02","Winter",TRUE,1921,25
149,"USGS-03524000",60,"1921-02-26",1200,"ft^3/s","Approved",1921,2,26,533,1921-02-26,1200,0.774193548387097,0.993964620187305,"02","Winter",TRUE,1921,26
150,"USGS-03524000",60,"1921-02-27",1050,"ft^3/s","Approved",1921,2,27,533,1921-02-27,1050,0.875,1.13020833333333,"02","Winter",TRUE,1921,27
151,"USGS-03524000",60,"1921-02-28",948,"ft^3/s","Approved",1921,2,28,533,1921-02-28,948,0.902857142857143,1.03183673469388,"02","Winter",TRUE,1921,28
152,"USGS-03524000",60,"1921-03-01",848,"ft^3/s","Approved",1921,3,1,533,1921-03-01,848,0.894514767932489,0.990760027773327,"03","Spring",TRUE,1921,1
153,"USGS-03524000",60,"1921-03-02",816,"ft^3/s","Approved",1921,3,2,533,1921-03-02,816,0.962264150943396,1.07573869704521,"03","Spring",FALSE,1921,2
154,"USGS-03524000",60,"1921-03-03",848,"ft^3/s","Approved",1921,3,3,533,1921-03-03,848,1.03921568627451,1.079969242599,"03","Spring",FALSE,1921,3
155,"USGS-03524000",60,"1921-03-04",874,"ft^3/s","Approved",1921,3,4,533,1921-03-04,874,1.03066037735849,0.991767532929868,"03","Spring",FALSE,1921,4
156,"USGS-03524000",60,"1921-03-05",790,"ft^3/s","Approved",1921,3,5,533,1921-03-05,790,0.903890160183066,0.877000979216522,"03","Spring",FALSE,1921,5
157,"USGS-03524000",60,"1921-03-06",748,"ft^3/s","Approved",1921,3,6,533,1921-03-06,748,0.946835443037975,1.04751161672809,"03","Spring",FALSE,1921,6
158,"USGS-03524000",60,"1921-03-07",682,"ft^3/s","Approved",1921,3,7,533,1921-03-07,682,0.911764705882353,0.962960050330293,"03","Spring",FALSE,1921,7
159,"USGS-03524000",60,"1921-03-08",648,"ft^3/s","Approved",1921,3,8,533,1921-03-08,648,0.950146627565982,1.0420963012014,"03","Spring",FALSE,1921,8
160,"USGS-03524000",60,"1921-03-09",604,"ft^3/s","Approved",1921,3,9,533,1921-03-09,604,0.932098765432099,0.981005182136869,"03","Spring",TRUE,1921,9
161,"USGS-03524000",60,"1921-03-10",550,"ft^3/s","Approved",1921,3,10,533,1921-03-10,550,0.910596026490066,0.976930836366826,"03","Spring",TRUE,1921,10
162,"USGS-03524000",60,"1921-03-11",540,"ft^3/s","Approved",1921,3,11,533,1921-03-11,540,0.981818181818182,1.07821487603306,"03","Spring",FALSE,1921,11
163,"USGS-03524000",60,"1921-03-12",442,"ft^3/s","Approved",1921,3,12,533,1921-03-12,442,0.818518518518519,0.833676268861454,"03","Spring",FALSE,1921,12
