"Date","Flow","site_no","site_name","area_sqmi"
1985-10-08,130.023665,"01634000","Strasburg",773.6752
1985-10-09,129.886123,"01634000","Strasburg",773.6752
1985-10-10,127.497625,"01634000","Strasburg",773.6752
1985-10-11,123.577301,"01634000","Strasburg",773.6752
1985-10-12,118.510562,"01634000","Strasburg",773.6752
1985-10-13,112.544303,"01634000","Strasburg",773.6752
1985-10-14,105.980258,"01634000","Strasburg",773.6752
1985-10-15,99.262747,"01634000","Strasburg",773.6752
1985-10-16,92.788732,"01634000","Strasburg",773.6752
1985-10-17,86.773181,"01634000","Strasburg",773.6752
1985-10-18,81.30114,"01634000","Strasburg",773.6752
1985-10-19,76.32483,"01634000","Strasburg",773.6752
1985-10-20,73.427812,"01634000","Strasburg",773.6752
1985-10-21,116.207662,"01634000","Strasburg",773.6752
1985-10-22,284.925357,"01634000","Strasburg",773.6752
1985-10-23,559.013124,"01634000","Strasburg",773.6752
1985-10-24,842.49242,"01634000","Strasburg",773.6752
1985-10-25,1015.403435,"01634000","Strasburg",773.6752
1985-10-26,1006.262393,"01634000","Strasburg",773.6752
1985-10-27,909.026368,"01634000","Strasburg",773.6752
1985-10-28,794.216052,"01634000","Strasburg",773.6752
1985-10-29,693.712869,"01634000","Strasburg",773.6752
1985-10-30,614.928456,"01634000","Strasburg",773.6752
1985-10-31,555.051651,"01634000","Strasburg",773.6752
1985-11-01,509.286501,"01634000","Strasburg",773.6752
1985-11-02,549.176207,"01634000","Strasburg",773.6752
1985-11-03,755.89519,"01634000","Strasburg",773.6752
1985-11-04,1236.796006,"01634000","Strasburg",773.6752
1985-11-05,3267.51994,"01634000","Strasburg",773.6752
1985-11-06,8007.88598,"01634000","Strasburg",773.6752
1985-11-07,12723.850076,"01634000","Strasburg",773.6752
1985-11-08,12730.911065,"01634000","Strasburg",773.6752
1985-11-09,8869.839389,"01634000","Strasburg",773.6752
1985-11-10,5599.883259,"01634000","Strasburg",773.6752
1985-11-11,3789.839146,"01634000","Strasburg",773.6752
1985-11-12,2744.569511,"01634000","Strasburg",773.6752
1985-11-13,2120.62413,"01634000","Strasburg",773.6752
1985-11-14,1743.233232,"01634000","Strasburg",773.6752
1985-11-15,1501.430774,"01634000","Strasburg",773.6752
1985-11-16,1341.590447,"01634000","Strasburg",773.6752
1985-11-17,1231.166263,"01634000","Strasburg",773.6752
1985-11-18,1158.141228,"01634000","Strasburg",773.6752
1985-11-19,1104.167126,"01634000","Strasburg",773.6752
1985-11-20,1057.555484,"01634000","Strasburg",773.6752
1985-11-21,1015.979478,"01634000","Strasburg",773.6752
1985-11-22,999.167596,"01634000","Strasburg",773.6752
1985-11-23,1071.976607,"01634000","Strasburg",773.6752
1985-11-24,1190.619812,"01634000","Strasburg",773.6752
1985-11-25,1284.509573,"01634000","Strasburg",773.6752
1985-11-26,1307.743456,"01634000","Strasburg",773.6752
1985-11-27,1250.961108,"01634000","Strasburg",773.6752
1985-11-28,1195.732699,"01634000","Strasburg",773.6752
1985-11-29,1229.831903,"01634000","Strasburg",773.6752
1985-11-30,1337.551019,"01634000","Strasburg",773.6752
1985-12-01,1451.994423,"01634000","Strasburg",773.6752
1985-12-02,1563.222634,"01634000","Strasburg",773.6752
1985-12-03,1644.84245,"01634000","Strasburg",773.6752
1985-12-04,1645.747517,"01634000","Strasburg",773.6752
1985-12-05,1559.945049,"01634000","Strasburg",773.6752
1985-12-06,1446.088301,"01634000","Strasburg",773.6752
1985-12-07,1345.014952,"01634000","Strasburg",773.6752
1985-12-08,1265.859974,"01634000","Strasburg",773.6752
1985-12-09,1197.747225,"01634000","Strasburg",773.6752
1985-12-10,1140.292712,"01634000","Strasburg",773.6752
1985-12-11,1090.163789,"01634000","Strasburg",773.6752
1985-12-12,1045.420007,"01634000","Strasburg",773.6752
1985-12-13,1004.949767,"01634000","Strasburg",773.6752
1985-12-14,1036.309803,"01634000","Strasburg",773.6752
1985-12-15,1112.994748,"01634000","Strasburg",773.6752
1985-12-16,1162.176055,"01634000","Strasburg",773.6752
1985-12-17,1172.374076,"01634000","Strasburg",773.6752
1985-12-18,1122.623611,"01634000","Strasburg",773.6752
1985-12-19,1047.801885,"01634000","Strasburg",773.6752
1985-12-20,975.605071,"01634000","Strasburg",773.6752
1985-12-21,914.919308,"01634000","Strasburg",773.6752
1985-12-22,866.925846,"01634000","Strasburg",773.6752
1985-12-23,828.961452,"01634000","Strasburg",773.6752
1985-12-24,796.029547,"01634000","Strasburg",773.6752
1985-12-25,766.120551,"01634000","Strasburg",773.6752
1985-12-26,738.907255,"01634000","Strasburg",773.6752
1985-12-27,713.550677,"01634000","Strasburg",773.6752
1985-12-28,689.512856,"01634000","Strasburg",773.6752
1985-12-29,666.677096,"01634000","Strasburg",773.6752
1985-12-30,644.803506,"01634000","Strasburg",773.6752
1985-12-31,623.792557,"01634000","Strasburg",773.6752
1986-01-01,603.536049,"01634000","Strasburg",773.6752
1986-01-02,584.001153,"01634000","Strasburg",773.6752
1986-01-03,565.201939,"01634000","Strasburg",773.6752
1986-01-04,547.479526,"01634000","Strasburg",773.6752
1986-01-05,530.584023,"01634000","Strasburg",773.6752
1986-01-06,514.053525,"01634000","Strasburg",773.6752
1986-01-07,498.014867,"01634000","Strasburg",773.6752
1986-01-08,482.44421,"01634000","Strasburg",773.6752
1986-01-09,467.3873,"01634000","Strasburg",773.6752
1986-01-10,452.842051,"01634000","Strasburg",773.6752
1986-01-11,438.79782,"01634000","Strasburg",773.6752
1986-01-12,425.240664,"01634000","Strasburg",773.6752
1986-01-13,412.155741,"01634000","Strasburg",773.6752
1986-01-14,399.527328,"01634000","Strasburg",773.6752
1986-01-15,387.339799,"01634000","Strasburg",773.6752
1986-01-16,375.578487,"01634000","Strasburg",773.6752
1986-01-17,364.23342,"01634000","Strasburg",773.6752
1986-01-18,353.458762,"01634000","Strasburg",773.6752
1986-01-19,343.962616,"01634000","Strasburg",773.6752
1986-01-20,348.280222,"01634000","Strasburg",773.6752
1986-01-21,383.165217,"01634000","Strasburg",773.6752
1986-01-22,422.913757,"01634000","Strasburg",773.6752
1986-01-23,446.126115,"01634000","Strasburg",773.6752
1986-01-24,457.520724,"01634000","Strasburg",773.6752
1986-01-25,454.13435,"01634000","Strasburg",773.6752
1986-01-26,442.953679,"01634000","Strasburg",773.6752
1986-01-27,448.846928,"01634000","Strasburg",773.6752
1986-01-28,460.29459,"01634000","Strasburg",773.6752
1986-01-29,458.173658,"01634000","Strasburg",773.6752
1986-01-30,450.901817,"01634000","Strasburg",773.6752
1986-01-31,435.680121,"01634000","Strasburg",773.6752
1986-02-01,417.640502,"01634000","Strasburg",773.6752
1986-02-02,400.17317,"01634000","Strasburg",773.6752
1986-02-03,396.062001,"01634000","Strasburg",773.6752
1986-02-04,408.089844,"01634000","Strasburg",773.6752
1986-02-05,467.221798,"01634000","Strasburg",773.6752
1986-02-06,556.149517,"01634000","Strasburg",773.6752
1986-02-07,629.005168,"01634000","Strasburg",773.6752
1986-02-08,680.371879,"01634000","Strasburg",773.6752
1986-02-09,699.161493,"01634000","Strasburg",773.6752
