"site_no","Date","Flow","AGWR","delta_AGWR","Year","Month","Day","Season","GroupID","calc_AGWR","R_squared"
"USGS-01634000",1935-09-18,259,0.911971830985915,0.992251041460028,1935,9,18,"Fall",5,0.911971830985915,0.883385558528624
"USGS-01634000",1935-09-21,253,0.996062992125984,0.984298468596937,1935,9,21,"Fall",5,0.996062992125984,0.883385558528624
"USGS-01634000",1935-09-23,219,0.927966101694915,0.994811117494973,1935,9,23,"Fall",5,0.927966101694915,0.883385558528624
"USGS-01634000",1935-09-27,192,0.96969696969697,1.02846648301194,1935,9,27,"Fall",5,0.96969696969697,0.883385558528624
"USGS-01634000",1937-02-27,1290,0.796296296296296,1.02732053040695,1937,2,27,"Winter",6,0.796296296296296,0.925245604096148
"USGS-01634000",1937-03-01,986,0.872566371681416,0.996115592450466,1937,3,1,"Spring",6,0.872566371681416,0.925245604096148
"USGS-01634000",1937-03-02,875,0.887423935091278,1.0170274306827,1937,3,2,"Spring",6,0.887423935091278,0.925245604096148
"USGS-01634000",1937-03-04,740,0.909090909090909,0.977216886307795,1937,3,4,"Spring",6,0.909090909090909,0.925245604096148
"USGS-01634000",1937-03-05,682,0.921621621621622,1.01378378378378,1937,3,5,"Spring",6,0.921621621621622,0.925245604096148
"USGS-01634000",1937-03-06,647,0.948680351906158,1.02935991262545,1937,3,6,"Spring",6,0.948680351906158,0.925245604096148
"USGS-01634000",1937-03-09,537,0.94045534150613,0.97339598394067,1937,3,9,"Spring",6,0.94045534150613,0.925245604096148
"USGS-01634000",1937-03-10,510,0.949720670391061,1.00985196050893,1937,3,10,"Spring",6,0.949720670391061,0.925245604096148
"USGS-01634000",1937-03-11,484,0.949019607843137,0.999261822376009,1937,3,11,"Spring",6,0.949019607843137,0.925245604096148
"USGS-01634000",1937-03-12,465,0.960743801652893,1.01235400587392,1937,3,12,"Spring",6,0.960743801652893,0.925245604096148
"USGS-01634000",1937-03-13,440,0.946236559139785,0.98489998843797,1937,3,13,"Spring",6,0.946236559139785,0.925245604096148
"USGS-01634000",1937-03-17,427,0.970454545454545,0.996921487603306,1937,3,17,"Spring",6,0.970454545454545,0.925245604096148
"USGS-01634000",1939-03-17,1020,0.871794871794872,1.00591715976331,1939,3,17,"Spring",7,0.871794871794872,0.918323192346129
"USGS-01634000",1939-03-18,892,0.874509803921569,1.00311418685121,1939,3,18,"Spring",7,0.874509803921569,0.918323192346129
"USGS-01634000",1939-03-19,798,0.894618834080718,1.02299463089948,1939,3,19,"Spring",7,0.894618834080718,0.918323192346129
"USGS-01634000",1939-03-20,726,0.909774436090226,1.01694084836151,1939,3,20,"Spring",7,0.909774436090226,0.918323192346129
"USGS-01634000",1939-03-21,670,0.922865013774105,1.01438881679302,1939,3,21,"Spring",7,0.922865013774105,0.918323192346129
"USGS-01634000",1939-03-22,621,0.926865671641791,1.00433504121185,1939,3,22,"Spring",7,0.926865671641791,0.918323192346129
"USGS-01634000",1939-03-23,579,0.932367149758454,1.00593557220316,1939,3,23,"Spring",7,0.932367149758454,0.918323192346129
"USGS-01634000",1939-03-24,546,0.94300518134715,1.01140970227389,1939,3,24,"Spring",7,0.94300518134715,0.918323192346129
"USGS-01634000",1939-03-25,520,0.952380952380952,1.00994243851387,1939,3,25,"Spring",7,0.952380952380952,0.918323192346129
"USGS-01634000",1939-03-26,495,0.951923076923077,0.999519230769231,1939,3,26,"Spring",7,0.951923076923077,0.918323192346129
"USGS-01634000",1939-03-27,477,0.963636363636364,1.01230486685032,1939,3,27,"Spring",7,0.963636363636364,0.918323192346129
"USGS-01634000",1939-03-28,458,0.960167714884696,0.996400458842609,1939,3,28,"Spring",7,0.960167714884696,0.918323192346129
"USGS-01634000",1939-03-29,440,0.960698689956332,1.00055300242177,1939,3,29,"Spring",7,0.960698689956332,0.918323192346129
"USGS-01634000",1939-03-31,440,0.986547085201794,0.973275151320155,1939,3,31,"Spring",7,0.986547085201794,0.918323192346129
"USGS-01634000",1939-04-01,434,0.986363636363636,0.999814049586777,1939,4,1,"Spring",7,0.986363636363636,0.918323192346129
"USGS-01634000",1939-04-02,416,0.95852534562212,0.971776848096158,1939,4,2,"Spring",7,0.95852534562212,0.918323192346129
"USGS-01634000",1939-04-03,404,0.971153846153846,1.0131749260355,1939,4,3,"Spring",7,0.971153846153846,0.918323192346129
"USGS-01634000",1939-04-04,381,0.943069306930693,0.971081266542496,1939,4,4,"Spring",7,0.943069306930693,0.918323192346129
"USGS-01634000",1939-04-05,364,0.955380577427822,1.01305447055339,1939,4,5,"Spring",7,0.955380577427822,0.918323192346129
"USGS-01634000",1939-04-06,352,0.967032967032967,1.01219659461418,1939,4,6,"Spring",7,0.967032967032967,0.918323192346129
"USGS-01634000",1939-04-09,336,0.98533724340176,1.01712231576956,1939,4,9,"Spring",7,0.98533724340176,0.918323192346129
"USGS-01634000",1939-04-10,330,0.982142857142857,0.996758078231292,1939,4,10,"Spring",7,0.982142857142857,0.918323192346129
"USGS-01634000",1939-04-11,325,0.984848484848485,1.00275482093664,1939,4,11,"Spring",7,0.984848484848485,0.918323192346129
"USGS-01634000",1939-04-14,303,0.964968152866242,1.01413850460465,1939,4,14,"Spring",7,0.964968152866242,0.918323192346129
"USGS-01634000",1939-04-15,287,0.947194719471947,0.981581326449477,1939,4,15,"Spring",7,0.947194719471947,0.918323192346129
"USGS-01634000",1939-04-30,553,0.955094991364421,1.02437649332868,1939,4,30,"Spring",8,0.955094991364421,0.974871906015349
"USGS-01634000",1939-05-01,533,0.963833634719711,1.00914950181322,1939,5,1,"Spring",8,0.963833634719711,0.974871906015349
"USGS-01634000",1939-05-02,520,0.975609756097561,1.01221800210497,1939,5,2,"Spring",8,0.975609756097561,0.974871906015349
"USGS-01634000",1939-05-03,495,0.951923076923077,0.975721153846154,1939,5,3,"Spring",8,0.951923076923077,0.974871906015349
"USGS-01634000",1939-05-04,483,0.975757575757576,1.0250382614019,1939,5,4,"Spring",8,0.975757575757576,0.974871906015349
"USGS-01634000",1939-05-05,470,0.973084886128364,0.997260908143976,1939,5,5,"Spring",8,0.973084886128364,0.974871906015349
"USGS-01634000",1939-05-06,446,0.948936170212766,0.975183340878225,1939,5,6,"Spring",8,0.948936170212766,0.974871906015349
"USGS-01634000",1939-05-07,428,0.959641255605381,1.01128114379939,1939,5,7,"Spring",8,0.959641255605381,0.974871906015349
"USGS-01634000",1939-05-11,341,0.952513966480447,1.02967291907244,1939,5,11,"Spring",8,0.952513966480447,0.974871906015349
"USGS-01634000",1939-05-13,330,0.982142857142857,0.996758078231292,1939,5,13,"Spring",8,0.982142857142857,0.974871906015349
"USGS-01634000",1939-05-14,325,0.984848484848485,1.00275482093664,1939,5,14,"Spring",8,0.984848484848485,0.974871906015349
"USGS-01634000",1939-05-18,309,0.950769230769231,1.01512899408284,1939,5,18,"Spring",8,0.950769230769231,0.974871906015349
"USGS-01634000",1939-05-19,287,0.928802588996764,0.976895926938344,1939,5,19,"Spring",8,0.928802588996764,0.974871906015349
"USGS-01634000",1940-05-05,613,0.875714285714286,0.979548979591837,1940,5,5,"Spring",9,0.875714285714286,0.968243013960562
"USGS-01634000",1940-05-08,510,0.940959409594096,1.01908334581501,1940,5,8,"Spring",9,0.940959409594096,0.968243013960562
"USGS-01634000",1940-05-09,472,0.925490196078431,0.983560169165706,1940,5,9,"Spring",9,0.925490196078431,0.968243013960562
"USGS-01634000",1940-05-11,430,0.947136563876652,0.984688233810088,1940,5,11,"Spring",9,0.947136563876652,0.968243013960562
"USGS-01634000",1940-05-12,406,0.944186046511628,0.996884802595998,1940,5,12,"Spring",9,0.944186046511628,0.968243013960562
"USGS-01634000",1940-05-13,389,0.958128078817734,1.01476619185129,1940,5,13,"Spring",9,0.958128078817734,0.968243013960562
"USGS-01634000",1940-05-15,378,0.984375,0.9971923828125,1940,5,15,"Spring",9,0.984375,0.968243013960562
"USGS-01634000",1940-05-18,344,0.952908587257618,0.997782398845927,1940,5,18,"Spring",9,0.952908587257618,0.968243013960562
"USGS-01634000",1940-05-19,323,0.938953488372093,0.985355259599784,1940,5,19,"Spring",9,0.938953488372093,0.968243013960562
"USGS-01634000",1940-05-20,306,0.947368421052632,1.00896203356689,1940,5,20,"Spring",9,0.947368421052632,0.968243013960562
"USGS-01634000",1940-09-09,378,0.904306220095694,1.00814999656601,1940,9,9,"Fall",10,0.904306220095694,0.95173566948845
"USGS-01634000",1940-09-11,328,0.923943661971831,0.983804800634795,1940,9,11,"Fall",10,0.923943661971831,0.95173566948845
"USGS-01634000",1940-09-12,306,0.932926829268293,1.00972263533611,1940,9,12,"Fall",10,0.932926829268293,0.95173566948845
"USGS-01634000",1940-09-13,281,0.918300653594771,0.984322269212696,1940,9,13,"Fall",10,0.918300653594771,0.95173566948845
"USGS-01634000",1940-09-15,256,0.944649446494465,0.979507359649242,1940,9,15,"Fall",10,0.944649446494465,0.95173566948845
"USGS-01634000",1940-09-16,242,0.9453125,1.00070190429688,1940,9,16,"Fall",10,0.9453125,0.95173566948845
"USGS-01634000",1940-09-18,228,0.962025316455696,0.982321209207926,1940,9,18,"Fall",10,0.962025316455696,0.95173566948845
"USGS-01634000",1940-09-19,219,0.960526315789474,0.998441828254848,1940,9,19,"Fall",10,0.960526315789474,0.95173566948845
"USGS-01634000",1940-09-20,205,0.936073059360731,0.97454181522487,1940,9,20,"Fall",10,0.936073059360731,0.95173566948845
"USGS-01634000",1940-09-24,192,0.974619289340102,0.974619289340102,1940,9,24,"Fall",10,0.974619289340102,0.95173566948845
"USGS-01634000",1941-02-04,554,0.975352112676056,0.975352112676056,1941,2,4,"Winter",11,0.975352112676056,0.954974713683478
"USGS-01634000",1941-02-07,466,0.97489539748954,1.02792318061659,1941,2,7,"Winter",11,0.97489539748954,0.954974713683478
"USGS-01634000",1941-02-10,412,0.932126696832579,0.995393214717143,1941,2,10,"Winter",11,0.932126696832579,0.954974713683478
"USGS-01634000",1941-02-11,395,0.95873786407767,1.02854887359789,1941,2,11,"Winter",11,0.95873786407767,0.954974713683478
"USGS-01634000",1941-02-12,378,0.956962025316456,0.998147732735139,1941,2,12,"Winter",11,0.956962025316456,0.954974713683478
"USGS-01634000",1941-02-13,372,0.984126984126984,1.0283866633073,1941,2,13,"Winter",11,0.984126984126984,0.954974713683478
"USGS-01634000",1941-02-14,366,0.983870967741935,0.999739854318418,1941,2,14,"Winter",11,0.983870967741935,0.954974713683478
"USGS-01634000",1941-02-15,361,0.986338797814208,1.00250828630297,1941,2,15,"Winter",11,0.986338797814208,0.954974713683478
"USGS-01634000",1941-02-16,355,0.983379501385042,0.996999716085666,1941,2,16,"Winter",11,0.983379501385042,0.954974713683478
"USGS-01634000",1941-02-19,317,0.966463414634146,0.981196088637716,1941,2,19,"Winter",11,0.966463414634146,0.954974713683478
"USGS-01634000",1941-04-11,946,0.83716814159292,1.02979089983554,1941,4,11,"Spring",12,0.83716814159292,0.966819431853218
"USGS-01634000",1941-04-13,735,0.883413461538462,1.00445809448965,1941,4,13,"Spring",12,0.883413461538462,0.966819431853218
"USGS-01634000",1941-04-14,667,0.907482993197279,1.02724605488454,1941,4,14,"Spring",12,0.907482993197279,0.966819431853218
"USGS-01634000",1941-04-15,613,0.91904047976012,1.012735761055,1941,4,15,"Spring",12,0.91904047976012,0.966819431853218
"USGS-01634000",1941-04-16,580,0.946166394779772,1.02951547360213,1941,4,16,"Spring",12,0.946166394779772,0.966819431853218
"USGS-01634000",1941-04-17,542,0.93448275862069,0.987651605231867,1941,4,17,"Spring",12,0.93448275862069,0.966819431853218
"USGS-01634000",1941-04-18,516,0.952029520295203,1.01877697743767,1941,4,18,"Spring",12,0.952029520295203,0.966819431853218
"USGS-01634000",1941-04-19,504,0.976744186046512,1.02595997836668,1941,4,19,"Spring",12,0.976744186046512,0.966819431853218
"USGS-01634000",1941-04-23,430,0.92274678111588,1.02175394647166,1941,4,23,"Spring",12,0.92274678111588,0.966819431853218
"USGS-01634000",1941-04-25,430,0.986238532110092,0.972666442218668,1941,4,25,"Spring",12,0.986238532110092,0.966819431853218
"USGS-01634000",1941-04-26,418,0.972093023255814,0.985657111952407,1941,4,26,"Spring",12,0.972093023255814,0.966819431853218
"USGS-01634000",1941-04-27,395,0.944976076555024,0.972104576360431,1941,4,27,"Spring",12,0.944976076555024,0.966819431853218
"USGS-01634000",1941-04-28,378,0.956962025316456,1.01268386476526,1941,4,28,"Spring",12,0.956962025316456,0.966819431853218
"USGS-01634000",1941-04-29,361,0.955026455026455,0.997977380252512,1941,4,29,"Spring",12,0.955026455026455,0.966819431853218
"USGS-01634000",1941-04-30,344,0.952908587257618,0.997782398845927,1941,4,30,"Spring",12,0.952908587257618,0.966819431853218
"USGS-01634000",1941-05-03,306,0.947368421052632,0.994296887730161,1941,5,3,"Spring",12,0.947368421052632,0.966819431853218
"USGS-01634000",1941-05-04,286,0.934640522875817,0.986564996368918,1941,5,4,"Spring",12,0.934640522875817,0.966819431853218
"USGS-01634000",1941-05-06,276,0.98220640569395,0.999683388001672,1941,5,6,"Spring",12,0.98220640569395,0.966819431853218
"USGS-01634000",1941-05-07,271,0.981884057971015,0.999671812644403,1941,5,7,"Spring",12,0.981884057971015,0.966819431853218
"USGS-01634000",1941-05-08,266,0.981549815498155,0.999659590691848,1941,5,8,"Spring",12,0.981549815498155,0.966819431853218
"USGS-01634000",1941-05-09,261,0.981203007518797,0.999646673073662,1941,5,9,"Spring",12,0.981203007518797,0.966819431853218
"USGS-01634000",1941-05-12,228,0.942148760330578,1.01611911754662,1941,5,12,"Spring",12,0.942148760330578,0.966819431853218
"USGS-01634000",1942-10-30,1100,0.916666666666667,0.993055555555555,1942,10,30,"Fall",13,0.916666666666667,0.975500753648452
"USGS-01634000",1942-10-31,1000,0.909090909090909,0.991735537190083,1942,10,31,"Fall",13,0.909090909090909,0.975500753648452
"USGS-01634000",1942-11-01,900,0.9,0.99,1942,11,1,"Fall",13,0.9,0.975500753648452
"USGS-01634000",1942-11-04,820,0.953488372093023,0.997836668469443,1942,11,4,"Fall",13,0.953488372093023,0.975500753648452
"USGS-01634000",1942-11-05,783,0.954878048780488,1.00145746579417,1942,11,5,"Fall",13,0.954878048780488,0.975500753648452
"USGS-01634000",1942-11-06,740,0.945083014048531,0.989742109220684,1942,11,6,"Fall",13,0.945083014048531,0.975500753648452
"USGS-01634000",1942-11-07,710,0.959459459459459,1.01521183345508,1942,11,7,"Fall",13,0.959459459459459,0.975500753648452
"USGS-01634000",1942-11-08,680,0.957746478873239,0.99821463995239,1942,11,8,"Fall",13,0.957746478873239,0.975500753648452
"USGS-01634000",1942-11-09,650,0.955882352941177,0.998053633217993,1942,11,9,"Fall",13,0.955882352941177,0.975500753648452
"USGS-01634000",1942-11-10,628,0.966153846153846,1.01074556213018,1942,11,10,"Fall",13,0.966153846153846,0.975500753648452
"USGS-01634000",1942-11-11,612,0.974522292993631,1.00866160899022,1942,11,11,"Fall",13,0.974522292993631,0.975500753648452
"USGS-01634000",1942-11-12,600,0.980392156862745,1.00602332436242,1942,11,12,"Fall",13,0.980392156862745,0.975500753648452
"USGS-01634000",1942-11-14,530,0.953237410071942,1.02867346410641,1942,11,14,"Fall",13,0.953237410071942,0.975500753648452
"USGS-01634000",1942-11-15,500,0.943396226415094,0.989676041295835,1942,11,15,"Fall",13,0.943396226415094,0.975500753648452
"USGS-01634000",1942-11-17,480,0.979591836734694,0.999583506872137,1942,11,17,"Fall",13,0.979591836734694,0.975500753648452
"USGS-01634000",1942-11-18,475,0.989583333333333,1.01019965277778,1942,11,18,"Fall",13,0.989583333333333,0.975500753648452
"USGS-01634000",1942-11-19,465,0.978947368421053,0.989252077562327,1942,11,19,"Fall",13,0.978947368421053,0.975500753648452
"USGS-01634000",1942-11-20,450,0.967741935483871,0.988553590010406,1942,11,20,"Fall",13,0.967741935483871,0.975500753648452
"USGS-01634000",1942-11-21,445,0.988888888888889,1.02185185185185,1942,11,21,"Fall",13,0.988888888888889,0.975500753648452
"USGS-01634000",1942-11-22,435,0.97752808988764,0.988511551571771,1942,11,22,"Fall",13,0.97752808988764,0.975500753648452
"USGS-01634000",1942-11-23,430,0.988505747126437,1.01123001717532,1942,11,23,"Fall",13,0.988505747126437,0.975500753648452
"USGS-01634000",1942-11-29,578,0.944444444444444,0.978395061728395,1942,11,29,"Fall",14,0.944444444444444,0.921982854383788
"USGS-01634000",1942-11-30,551,0.953287197231834,1.00936291471606,1942,11,30,"Fall",14,0.953287197231834,0.921982854383788
"USGS-01634000",1942-12-01,535,0.970961887477314,1.01854078214499,1942,12,1,"Winter",14,0.970961887477314,0.921982854383788
"USGS-01634000",1942-12-05,568,0.954621848739496,1.02521573335216,1942,12,5,"Winter",14,0.954621848739496,0.921982854383788
"USGS-01634000",1942-12-06,546,0.961267605633803,1.00696166435231,1942,12,6,"Winter",14,0.961267605633803,0.921982854383788
"USGS-01634000",1942-12-07,530,0.970695970695971,1.00980826255552,1942,12,7,"Winter",14,0.970695970695971,0.921982854383788
"USGS-01634000",1942-12-08,505,0.952830188679245,0.981594873620506,1942,12,8,"Winter",14,0.952830188679245,0.921982854383788
"USGS-01634000",1942-12-09,490,0.97029702970297,1.01833153612391,1942,12,9,"Winter",14,0.97029702970297,0.921982854383788
"USGS-01634000",1942-12-10,470,0.959183673469388,0.988546438983757,1942,12,10,"Winter",14,0.959183673469388,0.921982854383788
"USGS-01634000",1942-12-11,455,0.968085106382979,1.00928021729289,1942,12,11,"Winter",14,0.968085106382979,0.921982854383788
"USGS-01634000",1942-12-12,440,0.967032967032967,0.998913174737351,1942,12,12,"Winter",14,0.967032967032967,0.921982854383788
"USGS-01634000",1942-12-13,435,0.988636363636364,1.02233987603306,1942,12,13,"Winter",14,0.988636363636364,0.921982854383788
"USGS-01634000",1942-12-15,392,0.942307692307692,0.985345784023669,1942,12,15,"Winter",14,0.942307692307692,0.921982854383788
"USGS-01634000",1942-12-17,388,0.989795918367347,0.989795918367347,1942,12,17,"Winter",14,0.989795918367347,0.921982854383788
"USGS-01634000",1942-12-18,374,0.963917525773196,0.973854819853332,1942,12,18,"Winter",14,0.963917525773196,0.921982854383788
"USGS-01634000",1942-12-19,365,0.975935828877005,1.0124681861077,1942,12,19,"Winter",14,0.975935828877005,0.921982854383788
"USGS-01634000",1942-12-20,350,0.958904109589041,0.982548320510415,1942,12,20,"Winter",14,0.958904109589041,0.921982854383788
"USGS-01634000",1943-01-05,1100,0.833333333333333,0.997474747474748,1943,1,5,"Winter",15,0.833333333333333,0.686259276875657
"USGS-01634000",1943-01-06,932,0.847272727272727,1.01672727272727,1943,1,6,"Winter",15,0.847272727272727,0.686259276875657
"USGS-01634000",1943-01-09,740,0.945083014048531,0.992156114365125,1943,1,9,"Winter",15,0.945083014048531,0.686259276875657
"USGS-01634000",1943-01-10,710,0.959459459459459,1.01521183345508,1943,1,10,"Winter",15,0.959459459459459,0.686259276875657
"USGS-01634000",1943-01-11,692,0.974647887323944,1.01583019242214,1943,1,11,"Winter",15,0.974647887323944,0.686259276875657
"USGS-01634000",1943-01-12,674,0.973988439306358,0.999323398710281,1943,1,12,"Winter",15,0.973988439306358,0.686259276875657
"USGS-01634000",1943-01-13,639,0.948071216617211,0.973390625963071,1943,1,13,"Winter",15,0.948071216617211,0.686259276875657
"USGS-01634000",1943-01-14,606,0.948356807511737,1.00030123358828,1943,1,14,"Winter",15,0.948356807511737,0.686259276875657
"USGS-01634000",1943-01-15,568,0.937293729372937,0.988334477012058,1943,1,15,"Winter",15,0.937293729372937,0.686259276875657
"USGS-01634000",1943-01-16,546,0.961267605633803,1.02557776234874,1943,1,16,"Winter",15,0.961267605633803,0.686259276875657
"USGS-01634000",1943-01-17,540,0.989010989010989,1.02886124864147,1943,1,17,"Winter",15,0.989010989010989,0.686259276875657
"USGS-01634000",1943-01-18,530,0.981481481481482,0.99238683127572,1943,1,18,"Winter",15,0.981481481481482,0.686259276875657
"USGS-01634000",1943-01-21,546,0.97153024911032,0.981902458175555,1943,1,21,"Winter",15,0.97153024911032,0.686259276875657
"USGS-01634000",1943-01-24,573,0.981164383561644,0.971083927566148,1943,1,24,"Winter",15,0.981164383561644,0.686259276875657
"USGS-01634000",1943-01-25,568,0.991273996509599,1.01030368928727,1943,1,25,"Winter",15,0.991273996509599,0.686259276875657
"USGS-01634000",1943-02-15,1200,0.821917808219178,0.973916306999437,1943,2,15,"Winter",16,0.821917808219178,0.972494453822362
"USGS-01634000",1943-02-16,1000,0.833333333333333,1.01388888888889,1943,2,16,"Winter",16,0.833333333333333,0.972494453822362
"USGS-01634000",1943-02-19,822,0.947004608294931,0.981917220582302,1943,2,19,"Winter",16,0.947004608294931,0.972494453822362
"USGS-01634000",1943-02-20,770,0.936739659367397,0.989160613541241,1943,2,20,"Winter",16,0.936739659367397,0.972494453822362
"USGS-01634000",1943-02-22,734,0.968337730870712,0.983667615792148,1943,2,22,"Winter",16,0.968337730870712,0.972494453822362
"USGS-01634000",1943-02-23,698,0.950953678474114,0.982047531721224,1943,2,23,"Winter",16,0.950953678474114,0.972494453822362
"USGS-01634000",1943-02-24,656,0.939828080229226,0.988300588665118,1943,2,24,"Winter",16,0.939828080229226,0.972494453822362
"USGS-01634000",1943-02-25,617,0.940548780487805,1.00076684265318,1943,2,25,"Winter",16,0.940548780487805,0.972494453822362
"USGS-01634000",1943-02-26,578,0.936790923824959,0.996004612689098,1943,2,26,"Winter",16,0.936790923824959,0.972494453822362
"USGS-01634000",1943-03-02,500,0.961538461538462,0.980029585798817,1943,3,2,"Spring",16,0.961538461538462,0.972494453822362
"USGS-01634000",1943-03-03,485,0.97,1.0088,1943,3,3,"Spring",16,0.97,0.972494453822362
"USGS-01634000",1943-03-04,465,0.958762886597938,0.988415347008184,1943,3,4,"Spring",16,0.958762886597938,0.972494453822362
"USGS-01634000",1943-03-05,440,0.946236559139785,0.986934905769453,1943,3,5,"Spring",16,0.946236559139785,0.972494453822362
"USGS-01634000",1943-03-22,1880,0.84304932735426,0.99426893764202,1943,3,22,"Spring",17,0.84304932735426,0.969122064279886
"USGS-01634000",1943-03-24,1430,0.866666666666667,0.987474747474748,1943,3,24,"Spring",17,0.866666666666667,0.969122064279886
"USGS-01634000",1943-03-26,1170,0.9140625,1.02117919921875,1943,3,26,"Spring",17,0.9140625,0.969122064279886
"USGS-01634000",1943-03-27,1060,0.905982905982906,0.991160786032581,1943,3,27,"Spring",17,0.905982905982906,0.969122064279886
"USGS-01634000",1943-03-31,835,0.927777777777778,1.0288024691358,1943,3,31,"Spring",17,0.927777777777778,0.969122064279886
