"site_no","Date","Flow","AGWR","delta_AGWR","Year","Month","Day","Season","GroupID"
"USGS-02055000",1920-04-10,366,0.940874035989717,1.0763211979831,1920,4,10,"Spring",6
"USGS-02055000",1920-04-11,330,0.901639344262295,0.958299740213204,1920,4,11,"Spring",6
"USGS-02055000",1920-04-12,305,0.924242424242424,1.02506887052342,1920,4,12,"Spring",6
"USGS-02055000",1920-04-13,281,0.921311475409836,0.996828809459823,1920,4,13,"Spring",6
"USGS-02055000",1920-04-14,265,0.943060498220641,1.02360659059536,1920,4,14,"Spring",6
"USGS-02055000",1920-04-15,253,0.954716981132075,1.01236027055892,1920,4,15,"Spring",6
"USGS-02055000",1920-04-16,246,0.972332015810277,1.01845053039416,1920,4,16,"Spring",6
"USGS-02055000",1920-04-17,242,0.983739837398374,1.01173243439751,1920,4,17,"Spring",6
"USGS-02055000",1920-04-18,234,0.966942148760331,0.982924663615873,1920,4,18,"Spring",6
"USGS-02055000",1920-04-19,223,0.952991452991453,0.985572357367229,1920,4,19,"Spring",6
"USGS-02055000",1920-04-20,216,0.968609865470852,1.01638882744475,1920,4,20,"Spring",6
"USGS-02055000",1920-04-21,216,1,1.03240740740741,1920,4,21,"Spring",6
"USGS-02055000",1920-04-22,212,0.981481481481482,0.981481481481482,1920,4,22,"Spring",6
"USGS-02055000",1920-04-23,206,0.971698113207547,0.990032039871841,1920,4,23,"Spring",6
"USGS-02055000",1920-04-24,198,0.961165048543689,0.989160147044962,1920,4,24,"Spring",6
"USGS-02055000",1920-04-25,192,0.96969696969697,1.00887664524028,1920,4,25,"Spring",6
"USGS-02055000",1920-05-01,202,0.980582524271845,1.0281836176831,1920,5,1,"Spring",7
"USGS-02055000",1920-05-02,195,0.965346534653465,0.9844623076169,1920,5,2,"Spring",7
"USGS-02055000",1920-05-03,185,0.948717948717949,0.982774490466798,1920,5,3,"Spring",7
"USGS-02055000",1920-05-04,178,0.962162162162162,1.01417092768444,1920,5,4,"Spring",7
"USGS-02055000",1920-05-05,172,0.966292134831461,1.00429238732483,1920,5,5,"Spring",7
"USGS-02055000",1920-05-06,166,0.965116279069767,0.998783126014062,1920,5,6,"Spring",7
"USGS-02055000",1920-05-07,162,0.975903614457831,1.01117723907679,1920,5,7,"Spring",7
"USGS-02055000",1920-05-08,242,1.49382716049383,1.53071178174059,1920,5,8,"Spring",7
"USGS-02055000",1920-05-09,231,0.954545454545455,0.638993238166792,1920,5,9,"Spring",7
"USGS-02055000",1920-05-10,216,0.935064935064935,0.979591836734694,1920,5,10,"Spring",7
"USGS-02055000",1920-05-11,206,0.953703703703704,1.01993312757202,1920,5,11,"Spring",7
"USGS-02055000",1920-05-12,198,0.961165048543689,1.00782354604581,1920,5,12,"Spring",7
"USGS-02055000",1920-05-13,339,1.71212121212121,1.78129782675237,1920,5,13,"Spring",7
"USGS-02055000",1920-05-14,314,0.926253687315634,0.540997728874618,1920,5,14,"Spring",7
"USGS-02055000",1920-05-15,289,0.920382165605096,0.993661000446266,1920,5,15,"Spring",7
"USGS-02055000",1920-05-16,273,0.944636678200692,1.02635265382359,1920,5,16,"Spring",7
"USGS-02055000",1920-05-17,250,0.915750915750916,0.969421299091629,1920,5,17,"Spring",7
"USGS-02055000",1920-05-18,234,0.936,1.022112,1920,5,18,"Spring",7
"USGS-02055000",1921-12-01,288,0.929032258064516,0.994963579604579,1921,12,1,"Winter",8
"USGS-02055000",1921-12-02,288,1,1.07638888888889,1921,12,2,"Winter",8
"USGS-02055000",1921-12-03,522,1.8125,1.8125,1921,12,3,"Winter",8
"USGS-02055000",1921-12-04,462,0.885057471264368,0.488307570352755,1921,12,4,"Winter",8
"USGS-02055000",1921-12-05,406,0.878787878787879,0.992916174734357,1921,12,5,"Winter",8
"USGS-02055000",1921-12-06,380,0.935960591133005,1.06505860370307,1921,12,6,"Winter",8
"USGS-02055000",1921-12-07,356,0.936842105263158,1.00094182825485,1921,12,7,"Winter",8
"USGS-02055000",1921-12-08,332,0.932584269662921,0.995455119303118,1921,12,8,"Winter",8
"USGS-02055000",1921-12-09,356,1.07228915662651,1.14980403541878,1921,12,9,"Winter",8
"USGS-02055000",1921-12-10,332,0.932584269662921,0.869713420022724,1921,12,10,"Winter",8
"USGS-02055000",1921-12-11,310,0.933734939759036,1.00123385106692,1921,12,11,"Winter",8
"USGS-02055000",1921-12-12,288,0.929032258064516,0.994963579604579,1921,12,12,"Winter",8
"USGS-02055000",1921-12-13,280,0.972222222222222,1.04648919753086,1921,12,13,"Winter",8
"USGS-02055000",1921-12-14,247,0.882142857142857,0.90734693877551,1921,12,14,"Winter",8
"USGS-02055000",1921-12-15,233,0.94331983805668,1.06935042370798,1921,12,15,"Winter",8
"USGS-02055000",1921-12-16,217,0.931330472103004,0.987290242958979,1921,12,16,"Winter",8
"USGS-02055000",1921-12-17,210,0.967741935483871,1.03909617957485,1921,12,17,"Winter",8
"USGS-02055000",1921-12-18,203,0.966666666666667,0.998888888888889,1921,12,18,"Winter",8
"USGS-02055000",1921-12-19,193,0.950738916256158,0.983523016816715,1921,12,19,"Winter",8
"USGS-02055000",1921-12-20,177,0.917098445595855,0.964616499771806,1921,12,20,"Winter",8
"USGS-02055000",1921-12-21,177,1,1.09039548022599,1921,12,21,"Winter",8
"USGS-02055000",1921-12-22,171,0.966101694915254,0.966101694915254,1921,12,22,"Winter",8
"USGS-02055000",1921-12-23,162,0.947368421052632,0.980609418282548,1921,12,23,"Winter",8
"USGS-02055000",1923-04-19,380,0.935960591133005,0.998204275765003,1923,4,19,"Spring",9
"USGS-02055000",1923-04-20,380,1,1.06842105263158,1923,4,20,"Spring",9
"USGS-02055000",1923-04-21,380,1,1,1923,4,21,"Spring",9
"USGS-02055000",1923-04-22,356,0.936842105263158,0.936842105263158,1923,4,22,"Spring",9
"USGS-02055000",1923-04-23,332,0.932584269662921,0.995455119303118,1923,4,23,"Spring",9
"USGS-02055000",1923-04-24,332,1,1.07228915662651,1923,4,24,"Spring",9
"USGS-02055000",1923-04-25,310,0.933734939759036,0.933734939759036,1923,4,25,"Spring",9
"USGS-02055000",1923-04-26,288,0.929032258064516,0.994963579604579,1923,4,26,"Spring",9
"USGS-02055000",1923-04-27,280,0.972222222222222,1.04648919753086,1923,4,27,"Spring",9
"USGS-02055000",1923-04-28,267,0.953571428571429,0.980816326530612,1923,4,28,"Spring",9
"USGS-02055000",1923-04-29,267,1,1.04868913857678,1923,4,29,"Spring",9
"USGS-02055000",1923-04-30,259,0.970037453183521,0.970037453183521,1923,4,30,"Spring",9
"USGS-02055000",1923-05-01,255,0.984555984555985,1.01496698021795,1923,5,1,"Spring",9
"USGS-02055000",1923-05-02,247,0.968627450980392,0.983821607074202,1923,5,2,"Spring",9
"USGS-02055000",1923-05-03,247,1,1.03238866396761,1923,5,3,"Spring",9
"USGS-02055000",1923-05-04,247,1,1,1923,5,4,"Spring",9
"USGS-02055000",1923-05-05,247,1,1,1923,5,5,"Spring",9
"USGS-02055000",1923-05-06,240,0.97165991902834,0.97165991902834,1923,5,6,"Spring",9
"USGS-02055000",1923-05-07,228,0.95,0.977708333333333,1923,5,7,"Spring",9
"USGS-02055000",1923-05-08,210,0.921052631578947,0.969529085872576,1923,5,8,"Spring",9
"USGS-02055000",1923-05-09,203,0.966666666666667,1.04952380952381,1923,5,9,"Spring",9
"USGS-02055000",1923-05-10,193,0.950738916256158,0.983523016816715,1923,5,10,"Spring",9
"USGS-02055000",1923-05-11,177,0.917098445595855,0.964616499771806,1923,5,11,"Spring",9
"USGS-02055000",1923-05-12,162,0.915254237288136,0.997989083596668,1923,5,12,"Spring",9
"USGS-02055000",1923-06-21,210,0.786516853932584,0.977990994403064,1923,6,21,"Summer",10
"USGS-02055000",1923-06-22,193,0.919047619047619,1.16850340136054,1923,6,22,"Summer",10
"USGS-02055000",1923-06-23,184,0.953367875647668,1.03734328438347,1923,6,23,"Summer",10
"USGS-02055000",1923-06-24,177,0.96195652173913,1.00900874291115,1923,6,24,"Summer",10
"USGS-02055000",1923-06-25,162,0.915254237288136,0.951450732548118,1923,6,25,"Summer",10
"USGS-02055000",1923-06-26,147,0.907407407407407,0.991426611796982,1923,6,26,"Summer",10
"USGS-02055000",1923-06-27,147,1,1.10204081632653,1923,6,27,"Summer",10
"USGS-02055000",1923-06-28,147,1,1,1923,6,28,"Summer",10
"USGS-02055000",1923-06-29,139,0.945578231292517,0.945578231292517,1923,6,29,"Summer",10
"USGS-02055000",1923-06-30,133,0.956834532374101,1.01190414574815,1923,6,30,"Summer",10
"USGS-02055000",1923-07-01,133,1,1.04511278195489,1923,7,1,"Summer",10
"USGS-02055000",1923-07-02,133,1,1,1923,7,2,"Summer",10
"USGS-02055000",1923-07-03,128,0.962406015037594,0.962406015037594,1923,7,3,"Summer",10
"USGS-02055000",1923-07-04,123,0.9609375,0.99847412109375,1923,7,4,"Summer",10
"USGS-02055000",1923-07-05,120,0.975609756097561,1.01526868927226,1923,7,5,"Summer",10
"USGS-02055000",1923-07-06,118,0.983333333333333,1.00791666666667,1923,7,6,"Summer",10
"USGS-02055000",1924-07-27,362,0.942708333333333,0.996717664930556,1924,7,27,"Summer",11
"USGS-02055000",1924-07-28,341,0.941988950276243,0.9992368975306,1924,7,28,"Summer",11
"USGS-02055000",1924-07-29,320,0.93841642228739,0.996207462956115,1924,7,29,"Summer",11
"USGS-02055000",1924-07-30,300,0.9375,0.9990234375,1924,7,30,"Summer",11
"USGS-02055000",1924-07-31,280,0.933333333333333,0.995555555555556,1924,7,31,"Summer",11
"USGS-02055000",1924-08-01,280,1,1.07142857142857,1924,8,1,"Summer",11
"USGS-02055000",1924-08-02,300,1.07142857142857,1.07142857142857,1924,8,2,"Summer",11
"USGS-02055000",1924-08-03,280,0.933333333333333,0.871111111111111,1924,8,3,"Summer",11
"USGS-02055000",1924-08-04,261,0.932142857142857,0.998724489795918,1924,8,4,"Summer",11
"USGS-02055000",1924-08-05,242,0.9272030651341,0.99470060627413,1924,8,5,"Summer",11
"USGS-02055000",1924-08-06,224,0.925619834710744,0.998292466361587,1924,8,6,"Summer",11
"USGS-02055000",1924-08-07,206,0.919642857142857,0.993542729591837,1924,8,7,"Summer",11
"USGS-02055000",1924-08-08,192,0.932038834951456,1.01347912150061,1924,8,8,"Summer",11
"USGS-02055000",1924-08-09,179,0.932291666666667,1.00027126736111,1924,8,9,"Summer",11
"USGS-02055000",1925-05-18,242,0.9272030651341,0.99470060627413,1925,5,18,"Spring",12
"USGS-02055000",1925-05-19,242,1,1.07851239669421,1925,5,19,"Spring",12
"USGS-02055000",1925-05-20,224,0.925619834710744,0.925619834710744,1925,5,20,"Spring",12
"USGS-02055000",1925-05-21,213,0.950892857142857,1.02730389030612,1925,5,21,"Spring",12
"USGS-02055000",1925-05-22,199,0.934272300469484,0.982521104719081,1925,5,22,"Spring",12
"USGS-02055000",1925-05-23,189,0.949748743718593,1.01656523825156,1925,5,23,"Spring",12
"USGS-02055000",1925-05-24,189,1,1.05291005291005,1925,5,24,"Spring",12
"USGS-02055000",1925-05-25,206,1.08994708994709,1.08994708994709,1925,5,25,"Spring",12
"USGS-02055000",1925-05-26,192,0.932038834951456,0.855123008766142,1925,5,26,"Spring",12
"USGS-02055000",1925-05-27,182,0.947916666666667,1.01703559027778,1925,5,27,"Spring",12
"USGS-02055000",1925-05-28,172,0.945054945054945,0.996981040937085,1925,5,28,"Spring",12
"USGS-02055000",1925-05-29,157,0.912790697674419,0.965859924283396,1925,5,29,"Spring",12
"USGS-02055000",1925-05-30,142,0.904458598726115,0.990871840642622,1925,5,30,"Spring",12
"USGS-02055000",1925-05-31,129,0.908450704225352,1.00441380678437,1925,5,31,"Spring",12
"USGS-02055000",1925-06-01,124,0.961240310077519,1.05810948861246,1925,6,1,"Summer",12
"USGS-02055000",1925-06-02,116,0.935483870967742,0.973204994797086,1925,6,2,"Summer",12
"USGS-02055000",1925-06-03,109,0.939655172413793,1.00445897740785,1925,6,3,"Summer",12
"USGS-02055000",1925-06-04,104,0.954128440366973,1.01540274387678,1925,6,4,"Summer",12
"USGS-02055000",1925-06-05,97,0.932692307692308,0.977533284023669,1925,6,5,"Summer",12
"USGS-02055000",1925-06-06,92,0.948453608247423,1.01689871399724,1925,6,6,"Summer",12
"USGS-02055000",1927-03-12,315,0.9375,0.993303571428572,1927,3,12,"Spring",13
"USGS-02055000",1927-03-13,296,0.93968253968254,1.00232804232804,1927,3,13,"Spring",13
"USGS-02055000",1927-03-14,315,1.06418918918919,1.13249863038714,1927,3,14,"Spring",13
"USGS-02055000",1927-03-15,315,1,0.93968253968254,1927,3,15,"Spring",13
"USGS-02055000",1927-03-16,296,0.93968253968254,0.93968253968254,1927,3,16,"Spring",13
"USGS-02055000",1927-03-17,276,0.932432432432432,0.992284514243974,1927,3,17,"Spring",13
"USGS-02055000",1927-03-18,276,1,1.07246376811594,1927,3,18,"Spring",13
"USGS-02055000",1927-03-19,276,1,1,1927,3,19,"Spring",13
"USGS-02055000",1927-03-20,258,0.934782608695652,0.934782608695652,1927,3,20,"Spring",13
"USGS-02055000",1927-03-21,240,0.930232558139535,0.995132504056247,1927,3,21,"Spring",13
"USGS-02055000",1927-03-22,240,1,1.075,1927,3,22,"Spring",13
"USGS-02055000",1927-03-23,224,0.933333333333333,0.933333333333333,1927,3,23,"Spring",13
"USGS-02055000",1927-03-24,207,0.924107142857143,0.990114795918367,1927,3,24,"Spring",13
"USGS-02055000",1927-03-25,207,1,1.08212560386473,1927,3,25,"Spring",13
"USGS-02055000",1927-03-26,207,1,1,1927,3,26,"Spring",13
"USGS-02055000",1927-03-27,201,0.971014492753623,0.971014492753623,1927,3,27,"Spring",13
"USGS-02055000",1927-03-28,192,0.955223880597015,0.983738026286478,1927,3,28,"Spring",13
"USGS-02055000",1927-03-29,183,0.953125,0.997802734375,1927,3,29,"Spring",13
"USGS-02055000",1927-03-30,172,0.939890710382514,0.986114843680014,1927,3,30,"Spring",13
"USGS-02055000",1927-06-07,131,0.903448275862069,1.02183115338882,1927,6,7,"Summer",14
"USGS-02055000",1927-06-08,126,0.961832061068702,1.064623273702,1927,6,8,"Summer",14
"USGS-02055000",1927-06-09,119,0.944444444444444,0.981922398589065,1927,6,9,"Summer",14
"USGS-02055000",1927-06-10,115,0.966386554621849,1.02323282254078,1927,6,10,"Summer",14
"USGS-02055000",1927-06-11,113,0.982608695652174,1.01678638941399,1927,6,11,"Summer",14
"USGS-02055000",1927-06-12,119,1.05309734513274,1.07173623619704,1927,6,12,"Summer",14
"USGS-02055000",1927-06-13,150,1.26050420168067,1.19694936798249,1927,6,13,"Summer",14
"USGS-02055000",1927-06-14,145,0.966666666666667,0.766888888888889,1927,6,14,"Summer",14
"USGS-02055000",1927-06-15,138,0.951724137931034,0.984542211652794,1927,6,15,"Summer",14
"USGS-02055000",1927-06-16,126,0.91304347826087,0.959357277882798,1927,6,16,"Summer",14
"USGS-02055000",1927-06-17,119,0.944444444444444,1.03439153439153,1927,6,17,"Summer",14
"USGS-02055000",1927-06-18,115,0.966386554621849,1.02323282254078,1927,6,18,"Summer",14
"USGS-02055000",1927-06-19,111,0.965217391304348,0.998790170132325,1927,6,19,"Summer",14
"USGS-02055000",1927-06-20,104,0.936936936936937,0.97070043015989,1927,6,20,"Summer",14
"USGS-02055000",1927-06-21,102,0.980769230769231,1.0467825443787,1927,6,21,"Summer",14
"USGS-02055000",1927-06-22,100,0.980392156862745,0.999615532487505,1927,6,22,"Summer",14
"USGS-02055000",1927-06-23,102,1.02,1.0404,1927,6,23,"Summer",14
"USGS-02055000",1927-06-24,98,0.96078431372549,0.941945405613226,1927,6,24,"Summer",14
"USGS-02055000",1927-06-25,94,0.959183673469388,0.998334027488546,1927,6,25,"Summer",14
"USGS-02055000",1937-09-09,465,0.845454545454545,1.02684297520661,1937,9,9,"Fall",15
"USGS-02055000",1937-09-10,399,0.858064516129032,1.01491501907735,1937,9,10,"Fall",15
"USGS-02055000",1937-09-11,362,0.907268170426065,1.05734260463188,1937,9,11,"Fall",15
"USGS-02055000",1937-09-12,326,0.900552486187845,0.992597906046824,1937,9,12,"Fall",15
"USGS-02055000",1937-09-13,303,0.929447852760736,1.03208626594904,1937,9,13,"Fall",15
"USGS-02055000",1937-09-14,281,0.927392739273927,0.997788887799671,1937,9,14,"Fall",15
"USGS-02055000",1937-09-15,256,0.911032028469751,0.982358379453148,1937,9,15,"Fall",15
"USGS-02055000",1937-09-16,239,0.93359375,1.02476501464844,1937,9,16,"Fall",15
"USGS-02055000",1937-09-17,229,0.9581589958159,1.02631256455594,1937,9,17,"Fall",15
"USGS-02055000",1937-09-18,216,0.943231441048035,0.984420586945329,1937,9,18,"Fall",15
"USGS-02055000",1937-09-19,209,0.967592592592593,1.02582733196159,1937,9,19,"Fall",15
"USGS-02055000",1937-09-20,206,0.985645933014354,1.01865799775646,1937,9,20,"Fall",15
"USGS-02055000",1937-09-21,200,0.970873786407767,0.985012725044773,1937,9,21,"Fall",15
"USGS-02055000",1937-09-22,193,0.965,0.99395,1937,9,22,"Fall",15
"USGS-02055000",1937-09-23,184,0.953367875647668,0.987945985127118,1937,9,23,"Fall",15
"USGS-02055000",1937-09-24,181,0.983695652173913,1.03181120037807,1937,9,24,"Fall",15
"USGS-02055000",1937-09-25,178,0.983425414364641,0.999725283111016,1937,9,25,"Fall",15
"USGS-02055000",1937-11-18,473,0.895833333333333,0.994239267676768,1937,11,18,"Fall",16
"USGS-02055000",1937-11-19,440,0.930232558139535,1.03839913466739,1937,11,19,"Fall",16
"USGS-02055000",1937-11-20,431,0.979545454545454,1.05301136363636,1937,11,20,"Fall",16
"USGS-02055000",1937-11-21,391,0.907192575406032,0.926136271876228,1937,11,21,"Fall",16
"USGS-02055000",1937-11-22,365,0.933503836317136,1.02900295000687,1937,11,22,"Fall",16
"USGS-02055000",1937-11-23,334,0.915068493150685,0.980251454306624,1937,11,23,"Fall",16
"USGS-02055000",1937-11-24,326,0.976047904191617,1.06663917673635,1937,11,24,"Fall",16
"USGS-02055000",1937-11-25,321,0.984662576687117,1.00882607550152,1937,11,25,"Fall",16
"USGS-02055000",1937-11-26,317,0.987538940809969,1.00292116730234,1937,11,26,"Fall",16
"USGS-02055000",1937-11-27,391,1.23343848580442,1.24900237836977,1937,11,27,"Fall",16
"USGS-02055000",1937-11-28,514,1.31457800511509,1.06578319084778,1937,11,28,"Fall",16
"USGS-02055000",1937-11-29,473,0.920233463035019,0.700021953398235,1937,11,29,"Fall",16
"USGS-02055000",1937-11-30,431,0.911205073995772,0.990189023327329,1937,11,30,"Fall",16
"USGS-02055000",1937-12-01,400,0.928074245939675,1.01851303556721,1937,12,1,"Winter",16
"USGS-02055000",1937-12-02,382,0.955,1.0290125,1937,12,2,"Winter",16
"USGS-02055000",1937-12-03,356,0.931937172774869,0.975850442696198,1937,12,3,"Winter",16
"USGS-02055000",1937-12-11,254,0.894366197183099,0.973095615949216,1937,12,11,"Winter",17
